ID1,ID2,EdgeType,Score,Annotation
1463,2554,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9812
1466,1553,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0003
1477,3623,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0051
1479,2303,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9930
1479,2837,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0105
1481,2053,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0027
1483,1831,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9856
1483,11196,MS1 annotation,5.500,[2M+K]+ [M+H]+ dm/z=634.3117
1483,11186,MS1 annotation,5.500,[2M+Na]+ [M+H]+ dm/z=618.3367
1492,2087,MS1 annotation,4.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0475
1495,2349,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0029
1495,9648,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9925
1502,4124,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9815
1502,9560,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0024
1506,3904,MS1 annotation,10.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
1506,4021,MS1 annotation,9.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0378
1506,3298,MS1 annotation,10.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
1506,2691,MS1 annotation,9.500,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0000
1516,5017,MS1 annotation,3.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0005
1516,2832,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9944
1524,1541,MS1 annotation,4.000,[M+H]+ [M+K]+ dm/z=37.9550
1524,1878,MS1 annotation,4.000,[M+Na]+ [M+K]+ dm/z=15.9731
1524,5159,MS1 annotation,4.000,[M+NH4]+ [M+K]+ dm/z=20.9280
1528,1734,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0032
1528,4885,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0099
1539,2434,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
1541,1878,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9819
1541,5159,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0270
1558,10007,MS1 annotation,3.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0469
1566,6637,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9922
1568,6589,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9819
1568,6212,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9817
1568,4413,MS1 annotation,4.000,[M+H]+ [M+H]+ dm/z=0.0004
1577,3084,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9948
1580,2848,MS1 annotation,7.000,[M+Na]+ [M+Na]+ dm/z=0.0017
1580,2617,MS1 annotation,7.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9939
1580,3122,MS1 annotation,7.000,[M+Na]+ [M+Na]+ dm/z=0.0015
1580,3413,MS1 annotation,7.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0045
1580,3004,MS1 annotation,7.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9941
1580,2611,MS1 annotation,7.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9943
1581,3511,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0031
1582,1775,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
1582,1725,MS1 annotation,3.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0373
1588,11920,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9939
1590,8677,MS1 annotation,6.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0038
1590,2812,MS1 annotation,6.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0033
1590,2541,MS1 annotation,7.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0003
1590,10549,MS1 annotation,7.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0110
1592,6237,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9846
1596,1612,MS1 annotation,5.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
1596,2105,MS1 annotation,4.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9928
1598,7618,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9806
1598,6871,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0012
1601,12145,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9953
1612,2105,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0034
1616,3071,MS1 annotation,7.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0105
1616,3214,MS1 annotation,6.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0031
1616,2826,MS1 annotation,7.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0000
1616,2368,MS1 annotation,6.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0053
1617,6557,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9848
1624,1772,MS1 annotation,7.500,[M-H2O+H]+ [2M+H]+ dm/z=410.3001
1624,1627,MS1 annotation,7.000,[2M+Na]+ [2M+H]+ dm/z=21.9826
1624,1844,MS1 annotation,7.000,[M+NH4]+ [2M+H]+ dm/z=375.2633
1624,1633,MS1 annotation,7.000,[M+Na]+ [2M+H]+ dm/z=370.3079
1624,1875,MS1 annotation,8.000,[2M-H2O+H]+ [2M+H]+ dm/z=18.0096
1627,1772,MS1 annotation,7.500,[M-H2O+H]+ [2M+Na]+ dm/z=432.2827
1627,1844,MS1 annotation,7.000,[M+NH4]+ [2M+Na]+ dm/z=397.2460
1627,1633,MS1 annotation,7.000,[M+Na]+ [2M+Na]+ dm/z=392.2906
1627,1875,MS1 annotation,8.000,[2M-H2O+H]+ [2M+Na]+ dm/z=39.9922
1629,1948,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0264
1633,1772,MS1 annotation,7.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9922
1633,1844,MS1 annotation,7.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
1633,1875,MS1 annotation,8.000,[2M-H2O+H]+ [M+Na]+ dm/z=352.2983
1643,10827,MS1 annotation,2.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0265
1653,1662,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9822
1653,11189,MS1 annotation,3.500,[2M+Na]+ [M+Na]+ dm/z=550.3540
1656,10829,MS1 annotation,2.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0252
1658,8005,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
1662,11189,MS1 annotation,3.500,[2M+Na]+ [M+H]+ dm/z=572.3362
1663,10901,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9923
1663,2451,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9832
1665,11908,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9827
1667,1880,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0001
1671,10834,MS1 annotation,2.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0256
1672,6576,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9824
1675,2358,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9825
1675,11764,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9794
1676,11903,MS1 annotation,2.000,[2M+2H]2+ [M+NH4]+ dm/z=17.0251
1679,11001,MS1 annotation,7.000,[2M+H]+ [M-H2O+H]+ dm/z=545.3319
1679,1806,MS1 annotation,7.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0108
1679,2085,MS1 annotation,6.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9920
1679,11893,MS1 annotation,7.000,[2M+Na]+ [M-H2O+H]+ dm/z=567.3202
1683,2032,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9817
1683,5402,MS1 annotation,3.000,[M-H+2Na]+ [M+H]+ dm/z=43.9642
1687,1933,MS1 annotation,7.500,[M+NH4]+ [2M-H+2Na]+ dm/z=325.1875
1687,1924,MS1 annotation,7.500,[M-H+2Na]+ [2M-H+2Na]+ dm/z=298.2498
1694,1855,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9937
1694,1766,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
1705,4725,MS1 annotation,4.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9924
1705,1908,MS1 annotation,4.500,[M+H]+ [M-H2O+H]+ dm/z=18.0104
1712,2031,MS1 annotation,4.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0213
1725,1775,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
1734,4885,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
1735,5032,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
1739,6722,MS1 annotation,4.000,[M+K]+ [M-H2O+H]+ dm/z=55.9670
1739,2179,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0378
1743,3757,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9805
1748,10096,MS1 annotation,3.500,[2M+Na]+ [M+Na]+ dm/z=594.3368
1749,4309,MS1 annotation,5.000,[M+H]+ [M+Na]+ dm/z=21.9820
1749,1909,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9522
1749,3463,MS1 annotation,5.000,[M+H]+ [M+Na]+ dm/z=21.9818
1749,4813,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=57.9989
1766,1855,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0044
1771,4826,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
1772,1844,MS1 annotation,7.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
1772,1875,MS1 annotation,8.500,[2M-H2O+H]+ [M-H2O+H]+ dm/z=392.2905
1776,1857,MS1 annotation,2.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0027
1780,4716,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
1780,11181,MS1 annotation,3.500,[2M+Na]+ [M+H]+ dm/z=328.1744
1787,10479,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9738
1787,4859,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
1787,5426,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
1789,10365,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9548
1789,2600,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9811
1804,3550,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9736
1804,2580,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
1806,11001,MS1 annotation,7.000,[2M+H]+ [M-2H2O+H]+ dm/z=563.3428
1806,2085,MS1 annotation,6.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0028
1806,11893,MS1 annotation,7.000,[2M+Na]+ [M-2H2O+H]+ dm/z=585.3311
1807,7885,MS1 annotation,3.500,[2M+HAc+2H]2+ [M+Na]+ dm/z=8.0298
1809,1992,MS1 annotation,4.000,[2M+H]+ [M+Na]+ dm/z=278.2831
1819,3959,MS1 annotation,4.500,[M+H]+ [M-H2O+H]+ dm/z=18.0103
1819,5100,MS1 annotation,5.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0103
1819,4864,MS1 annotation,4.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
1826,6398,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9798
1827,11505,MS1 annotation,5.500,[3M+H]+ [M+Na]+ dm/z=884.5924
1827,7670,MS1 annotation,5.500,[2M+H]+ [M+Na]+ dm/z=431.3070
1827,1841,MS1 annotation,5.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9923
1831,11196,MS1 annotation,5.500,[2M+K]+ [M+Na]+ dm/z=612.3261
1831,11186,MS1 annotation,5.500,[2M+Na]+ [M+Na]+ dm/z=596.3511
1833,1940,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
1836,4851,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9930
1840,11510,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0042
1841,11505,MS1 annotation,6.000,[3M+H]+ [M-H2O+H]+ dm/z=924.5848
1841,7670,MS1 annotation,6.000,[2M+H]+ [M-H2O+H]+ dm/z=471.2993
1844,1875,MS1 annotation,8.000,[2M-H2O+H]+ [M+NH4]+ dm/z=357.2537
1847,2004,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9930
1848,2082,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0268
1849,1939,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9830
1850,1863,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9783
1864,2925,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
1872,1970,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
1878,5159,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
1885,2100,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0035
1886,2191,MS1 annotation,4.000,[M-2H2O+H]+ [M+H]+ dm/z=36.0210
1886,4795,MS1 annotation,4.000,[M-H2O+H]+ [M+H]+ dm/z=18.0104
1895,1962,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0105
1908,4725,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9820
1909,4309,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0298
1909,3463,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0296
1909,4813,MS1 annotation,5.500,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0468
1910,4843,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
1910,4740,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9921
1921,4806,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9931
1921,2102,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
1924,1933,MS1 annotation,7.000,[M+NH4]+ [M-H+2Na]+ dm/z=26.9377
1927,10111,MS1 annotation,4.500,[M-CO2+H]+ [M+H]+ dm/z=43.9898
1927,3807,MS1 annotation,4.000,[M-CO2+Na]+ [M+H]+ dm/z=22.0070
1927,6588,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9812
1931,5206,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9945
1938,7708,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0075
1938,4529,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0040
1949,2070,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
1953,3176,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9561
1953,11067,MS1 annotation,5.000,[M+H]+ [M+Na]+ dm/z=21.9836
1953,3132,MS1 annotation,5.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9952
1957,8875,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
1964,10436,MS1 annotation,2.000,[M-H2O+H]+ [2M+Na]+ dm/z=528.3126
1978,7823,MS1 annotation,4.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9930
1978,2154,MS1 annotation,4.500,[M+H]+ [M-H2O+H]+ dm/z=18.0104
1978,2125,MS1 annotation,4.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0105
1979,2181,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0031
1983,11276,MS1 annotation,9.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9923
1983,10135,MS1 annotation,9.500,[2M+Na]+ [M+Na]+ dm/z=380.2942
1999,6523,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0034
2007,4693,MS1 annotation,6.000,[M+H]+ [M-2H2O+H]+ dm/z=36.0207
2007,6788,MS1 annotation,6.000,[M+K]+ [M-2H2O+H]+ dm/z=73.9767
2007,7126,MS1 annotation,6.500,[2M+Na]+ [M-2H2O+H]+ dm/z=440.3125
2011,2701,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9925
2016,2301,MS1 annotation,5.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0001
2016,2147,MS1 annotation,5.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0026
2016,2257,MS1 annotation,5.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0029
2018,7825,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9924
2026,2589,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0035
2026,8002,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0004
2027,9902,MS1 annotation,5.000,[M+K]+ [M+H]+ dm/z=37.9570
2027,4856,MS1 annotation,5.500,[2M+Na]+ [M+H]+ dm/z=376.2587
2027,2318,MS1 annotation,5.500,[M-H2O+H]+ [M+H]+ dm/z=18.0106
2032,5402,MS1 annotation,3.000,[M-H+2Na]+ [M+Na]+ dm/z=21.9825
2047,4734,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9811
2058,4979,MS1 annotation,8.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
2058,3099,MS1 annotation,8.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
2058,2730,MS1 annotation,8.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0037
2058,2665,MS1 annotation,8.000,[M+Na]+ [M+Na]+ dm/z=0.0003
2058,5122,MS1 annotation,8.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
2058,2215,MS1 annotation,8.000,[M+Na]+ [M+Na]+ dm/z=0.0004
2058,5273,MS1 annotation,8.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
2062,4704,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0284
2065,2227,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9928
2065,2136,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0106
2066,7182,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9564
2075,12381,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
2077,6482,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
2085,11001,MS1 annotation,6.500,[2M+H]+ [M+Na]+ dm/z=505.3399
2085,11893,MS1 annotation,6.500,[2M+Na]+ [M+Na]+ dm/z=527.3282
2093,2306,MS1 annotation,5.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0008
2099,2316,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0004
2102,4806,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0037
2104,4136,MS1 annotation,3.000,[M-2H2O+H]+ [M-H2O+Na]+ dm/z=39.9926
2104,3395,MS1 annotation,3.000,[M+Na]+ [M-H2O+Na]+ dm/z=18.0107
2106,11027,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9855
2113,11760,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9943
2125,7823,MS1 annotation,4.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0035
2125,2154,MS1 annotation,4.000,[M+H]+ [M-2H2O+H]+ dm/z=36.0209
2136,2227,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9822
2147,2301,MS1 annotation,5.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0028
2147,2257,MS1 annotation,5.000,[M+Na]+ [M+Na]+ dm/z=0.0003
2150,5627,MS1 annotation,7.500,[2M-H+2Na]+ [M+Na]+ dm/z=320.2323
2154,7823,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9826
2163,10821,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
2167,11499,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9839
2167,4736,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9810
2170,2526,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9830
2179,6722,MS1 annotation,4.000,[M+K]+ [M+NH4]+ dm/z=20.9292
2191,4795,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0107
2204,7197,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
2206,4758,MS1 annotation,2.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0024
2215,4979,MS1 annotation,8.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9925
2215,3099,MS1 annotation,8.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0028
2215,2730,MS1 annotation,8.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
2215,2665,MS1 annotation,8.000,[M+Na]+ [M+Na]+ dm/z=0.0002
2215,5122,MS1 annotation,8.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9922
2215,5273,MS1 annotation,8.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9928
2220,2391,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0039
2229,2876,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0015
2236,2289,MS1 annotation,4.000,[M+H]+ [M-2H2O+H]+ dm/z=36.0208
2238,2421,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9830
2242,2442,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0044
2245,2284,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
2246,2515,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9950
2248,10374,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9931
2248,4713,MS1 annotation,3.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0373
2251,2468,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0035
2251,3231,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0046
2251,3359,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0093
2257,2301,MS1 annotation,5.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
2258,4854,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0019
2261,8680,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0105
2262,4887,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
2262,4717,MS1 annotation,4.500,[2M+H]+ [M+Na]+ dm/z=417.2873
2270,12373,MS1 annotation,8.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
2270,4647,MS1 annotation,8.500,[2M+Na]+ [M+NH4]+ dm/z=395.2298
2270,4662,MS1 annotation,8.500,[2M+NH4]+ [M+NH4]+ dm/z=390.2738
2270,9948,MS1 annotation,8.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0369
2271,12237,MS1 annotation,4.000,[M-2H2O+H]+ [M+H]+ dm/z=36.0211
2272,3994,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9933
2278,2615,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0028
2283,12521,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9831
2283,10741,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9803
2291,2910,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9925
2291,2469,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
2295,3482,MS1 annotation,2.500,[M+H]+ [M-H2O+NH4]+ dm/z=0.9804
2302,2686,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0055
2303,2837,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9825
2311,2568,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0010
2318,9902,MS1 annotation,5.500,[M+K]+ [M-H2O+H]+ dm/z=55.9676
2318,4856,MS1 annotation,6.000,[2M+Na]+ [M-H2O+H]+ dm/z=394.2694
2319,2803,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
2325,8566,MS1 annotation,3.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0370
2336,2338,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0084
2336,2663,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0082
2338,2663,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0002
2338,7977,MS1 annotation,4.500,[M-H2O+Na]+ [M+Na]+ dm/z=18.0105
2343,2488,MS1 annotation,3.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
2344,9680,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
2349,9648,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0104
2358,11764,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0030
2361,8488,MS1 annotation,8.000,[M+Na]+ [M+Na]+ dm/z=0.0002
2362,4036,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9931
2362,9273,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9825
2368,3071,MS1 annotation,6.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9948
2368,3214,MS1 annotation,6.000,[M+Na]+ [M+Na]+ dm/z=0.0022
2368,2826,MS1 annotation,6.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0053
2383,3193,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9826
2397,7860,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9937
2397,5748,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0103
2398,6285,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9806
2398,7614,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
2399,3135,MS1 annotation,3.500,[M+Na]+ [M-CO+Na]+ dm/z=27.9930
2399,2859,MS1 annotation,4.000,[M-2H2O+H]+ [M-CO+Na]+ dm/z=30.0104
2429,3998,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0037
